MONTH,BOROUGH,BOROUGH_ID,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS
2020 / 11,Queens,,7A,,,,,,4.5,
1993 / 06,Manhattan,1,1,642.4,55.5,22.3,,,,
1994 / 05,Manhattan,1,1,641.7,114.3,37.1,,,,
1992 / 02,Manhattan,1,1,655.5,,,,,,
1994 / 11,Manhattan,1,1,668.3,79.4,38.5,,,,
1995 / 03,Manhattan,1,1,693,110.7,37.4,,,,
1991 / 02,Manhattan,1,1,672.1,,,,,,
1991 / 11,Manhattan,1,1,701.3,,,,,,
2015 / 03,Brooklyn,3,7,3149.6,420.7,352.9,80.1,,,
2008 / 05,Brooklyn,3,7,3443.8,473.3,327.4,,,,
2013 / 08,Brooklyn,3,7,3480.4,417.5,310.1,,,,
2010 / 11,Brooklyn,3,7,3387.1,411.1,311.9,,,,
2015 / 01,Brooklyn,3,7,3011.8,362.4,306.6,67.7,,,22.8
2010 / 04,Brooklyn,3,7,3359.1,408.3,332,,,,
2010 / 08,Brooklyn,3,7,3462.1,406.1,325.1,,,,
1993 / 05,Brooklyn,3,7,3735.8,,,,,,
2003 / 02,Brooklyn,3,7,3172.9,4.6,,,,,
2000 / 01,Brooklyn,3,7,2871.2,421.2,458.9,,,,30.4
2010 / 06,Brooklyn,3,7,3770,440.7,346.1,,,,
2006 / 10,Brooklyn,3,7,3413.9,538,367.8,,,,
1991 / 02,Brooklyn,3,7,554.6,,,,,,
2014 / 03,Brooklyn,3,7,3065,384.3,322.2,37.8,,,
1999 / 01,Brooklyn,3,7,2925.1,424.7,418.9,,,,29.1
2008 / 09,Brooklyn,3,7,3398.6,489.3,339.2,,,,
2005 / 05,Brooklyn,3,7,3583.8,474.8,413.7,,,,
2010 / 02,Brooklyn,3,7,2494.7,351.2,281,,,,
2006 / 09,Brooklyn,3,7,3457.7,529.3,393,,,,
2004 / 10,Brooklyn,3,7,3446.9,537.4,423,,,,
2003 / 01,Brooklyn,3,7,3671.3,,,,,,2
1996 / 11,Brooklyn,3,7,3417.7,283,271.7,,,,
2001 / 09,Brooklyn,3,7,3208.2,37.4,510.7,,,,
1996 / 06,Brooklyn,3,7,3560,283.9,310.8,,,,
2010 / 09,Brooklyn,3,7,3392.3,423.2,329.2,,,,
2004 / 11,Brooklyn,3,7,3576,539.4,393.3,,,45.1,
1994 / 11,Brooklyn,3,7,3479.3,283.9,249.8,,,,
2011 / 09,Brooklyn,3,7,3494.9,439.1,307.3,,,,
1998 / 07,Brooklyn,3,7,3386.3,350.6,439.6,,,,
1995 / 03,Brooklyn,3,7,3285.2,258.2,286.3,,,,
2012 / 08,Brooklyn,3,7,3545,415,324,,,,
2011 / 06,Brooklyn,3,7,3657.2,439.3,332.8,,,,
2009 / 10,Brooklyn,3,7,3400.5,441.2,354.2,,,,
2000 / 11,Brooklyn,3,7,3122.6,499.3,485.9,,,30,
1991 / 08,Brooklyn,3,7,4021.7,,,,,,
2015 / 12,Brooklyn,3,7,3416.3,515.5,425.6,97.5,,,
2017 / 02,Brooklyn,3,7,2774.1,344.2,342.5,64.3,,,
2020 / 10,Brooklyn,3,7,3555,456.1,450.2,,,,
2022 / 08,Brooklyn,3,7,3266.9,376.9,369.3,39.1,,,
2020 / 01,Brooklyn,3,7,3132.2,444.3,435.2,58.5,132.5,,28.2
2018 / 02,Brooklyn,3,7,2736.7,377.4,369.2,84.4,65.8,,
2019 / 05,Brooklyn,3,7,3446.3,403.7,411.2,75.2,,,
2021 / 07,Brooklyn,3,7,3828.6,432,412.6,,,,
2015 / 04,Staten Island,5,3,5953.2,791.7,622.1,,22.3,,
2003 / 09,Staten Island,5,3,7646.1,,,,,,
2004 / 07,Staten Island,5,3,7447.5,1348,766.8,,,,
2012 / 11,Staten Island,5,3,7503.6,783.6,523.7,,,,
2015 / 02,Staten Island,5,3,3770.8,710.4,554.2,,21.6,,
2002 / 09,Staten Island,5,3,6909,,,,,,
2013 / 08,Staten Island,5,3,5736.5,819.2,627.3,,,,
2007 / 11,Staten Island,5,3,6237.9,1304.3,642.6,,,449.9,
2000 / 02,Staten Island,5,3,4306,,631.1,,,,
2002 / 08,Staten Island,5,3,6760.2,,,,,,
2004 / 12,Staten Island,5,3,6303.9,1597.7,650.3,,,,
2008 / 02,Staten Island,5,3,4703.8,1038.8,594.1,,,,
2009 / 01,Staten Island,5,3,4866.4,1097,643,,,,70.5
2010 / 08,Staten Island,5,3,5654.4,829.7,586.7,,,,
2005 / 04,Staten Island,5,3,7383.7,1259.8,687.2,,,,
2011 / 02,Staten Island,5,3,4910.6,925.2,583,,,,
2013 / 02,Staten Island,5,3,4394.8,773.2,476,,,,
2002 / 02,Staten Island,5,3,4313.1,,620.1,,,,
2007 / 05,Staten Island,5,3,7906.1,1249.3,736.5,,,,
2007 / 08,Staten Island,5,3,6511.5,1181.8,724.2,,,,
2012 / 09,Staten Island,5,3,5543.6,784.7,568.3,,,,
2009 / 05,Staten Island,5,3,6847.4,981.4,631.2,,,,
2000 / 11,Staten Island,5,3,5059.2,,696.2,,,1176.3,
2007 / 07,Staten Island,5,3,6608.1,1118.3,746.9,,,,
2001 / 06,Staten Island,5,3,6661.8,,864.9,,,,
2016 / 01,Staten Island,5,3,4643.1,637.8,558.9,,26.1,,78.2
2017 / 08,Staten Island,5,3,6120.1,774.1,768.9,,,,
2017 / 04,Staten Island,5,3,5783.4,755.3,703.6,,21.5,,
2016 / 03,Staten Island,5,3,5380.2,790.9,678,,37.9,,
2016 / 08,Staten Island,5,3,5863,742.9,720.8,,,,
2016 / 11,Staten Island,5,3,5888.1,777.9,650.6,,30.5,286.4,
2018 / 07,Staten Island,5,3,6074.8,738.7,741.2,,,,
2018 / 05,Staten Island,5,3,7089,818.1,791,,41,,
2020 / 02,Staten Island,5,3,4510.2,632,579.9,,25,,
2022 / 06,Staten Island,5,3,6537.7,790.4,813.9,,17.5,,
2019 / 01,Staten Island,5,3,5233.1,848.8,740.2,,30,,54.1
2021 / 03,Staten Island,5,3,6151.9,760.8,758.3,,,,
2019 / 06,Staten Island,5,3,6315.7,805.1,825.6,,19.8,,
2021 / 08,Staten Island,5,3,6115.6,695.9,697.6,,,,
2021 / 05,Staten Island,5,3,6586.2,750.1,784.7,,,,
1995 / 10,Brooklyn,3,11,4837.5,560.4,371.8,,,,
2015 / 05,Brooklyn,3,11,5051.4,588.8,424.4,,,,
2003 / 07,Brooklyn,3,11,5823.8,685.2,,,,,
2013 / 02,Brooklyn,3,11,4079.3,605.8,331.1,,,,
1996 / 01,Brooklyn,3,11,4515.2,507.9,346,,,,13.4
2002 / 04,Brooklyn,3,11,4759.3,735,648.5,,,,
2011 / 09,Brooklyn,3,11,4982.7,698.2,388.2,,,,
2002 / 09,Brooklyn,3,11,5316.6,623.6,,,,,
2002 / 08,Brooklyn,3,11,5371.7,659,,,,,
2000 / 04,Brooklyn,3,11,4327.2,808.5,564.5,,,,
2012 / 09,Brooklyn,3,11,4701.9,633.8,366.9,,,,
2009 / 03,Brooklyn,3,11,4426.3,653.5,375.2,,,,
2006 / 05,Brooklyn,3,11,5357.1,784.8,486.9,,,,
1993 / 10,Brooklyn,3,11,5672,546.9,351.6,,,,
1996 / 10,Brooklyn,3,11,5253.7,593.8,352.9,,,,
1993 / 11,Brooklyn,3,11,5854,605.8,332.6,,,,
1996 / 08,Brooklyn,3,11,5402.3,606.8,391.6,,,,
2012 / 10,Brooklyn,3,11,4788,587.6,336.9,,,,
1999 / 02,Brooklyn,3,11,3805.1,679.4,436.3,,,,
2001 / 02,Brooklyn,3,11,3804.4,694.4,462.3,,,,
1999 / 03,Brooklyn,3,11,4442.8,744.9,481.1,,,,
2005 / 03,Brooklyn,3,11,4960.7,909.2,482.1,,,,
1991 / 07,Brooklyn,3,11,5891.9,,,,,,
2008 / 09,Brooklyn,3,11,5016.7,764.5,439.6,,,,
1998 / 03,Brooklyn,3,11,4433.2,708,416.5,,,,
2011 / 12,Brooklyn,3,11,4721.4,786.2,398.6,,,,
1997 / 12,Brooklyn,3,11,4667.1,869.4,463.4,,,,
1993 / 07,Brooklyn,3,11,5897.2,646.7,413.2,,,,
2011 / 04,Brooklyn,3,11,4728.9,714.7,386.8,,,,
1995 / 08,Brooklyn,3,11,4902.2,504.3,396.3,,,,
1996 / 05,Brooklyn,3,11,5150.9,587.6,373.5,,,,
1998 / 07,Brooklyn,3,11,4755.5,677.8,492.7,,,,
1999 / 08,Brooklyn,3,11,4495.3,852.2,596.6,,,,
2009 / 05,Brooklyn,3,11,4973.8,683.2,405.7,,,,
2007 / 04,Brooklyn,3,11,4596,780.4,443.6,,,,
1997 / 04,Brooklyn,3,11,4939.4,534.1,340.8,,,,
2001 / 07,Brooklyn,3,11,4789.4,789.7,629.4,,,,
2002 / 06,Brooklyn,3,11,4728.2,798.5,659,,,,
2006 / 11,Brooklyn,3,11,5021.2,875.9,446.4,,,144.9,
2013 / 09,Brooklyn,3,11,4691.7,617.4,365.8,,,,
2006 / 12,Brooklyn,3,11,4682.8,887,445.8,,,,
1994 / 07,Brooklyn,3,11,5711.9,664.1,411.6,,,,
1991 / 11,Brooklyn,3,11,5799.8,,,,,,
1996 / 04,Brooklyn,3,11,4956.8,572.4,383.9,,,,
2016 / 10,Brooklyn,3,11,4896.6,596.8,496.3,,75.5,,
2017 / 08,Brooklyn,3,11,4980.3,611.3,513.8,176.6,,,
2015 / 10,Brooklyn,3,11,5021.2,643.7,487.9,,,,
2018 / 09,Brooklyn,3,11,4934.9,610.1,495.9,70.3,2,,
2020 / 07,Brooklyn,3,11,5762.9,655.5,710.2,,,,
2022 / 03,Brooklyn,3,11,5146,534.6,511.5,,104.9,,
2021 / 10,Brooklyn,3,11,5607.6,558.2,520.4,,51.7,,
2019 / 01,Brooklyn,3,11,4835.2,670,564.6,49.3,,,20.7
2018 / 11,Brooklyn,3,11,5049.8,654.7,520.5,87.6,,43.6,
2020 / 03,Brooklyn,3,11,4793.8,591.6,550.8,42.7,,9.2,
2021 / 02,Brooklyn,3,11,4307.5,504.5,492.7,,,,
2020 / 08,Brooklyn,3,11,5515.4,608.3,648.2,,,,
1996 / 03,Queens,4,5,4611.5,555.9,380.8,,,,
2005 / 01,Queens,4,5,4418.9,855.4,549,,,,39
2014 / 01,Queens,4,5,4407.7,695.3,630.5,,,,45
1997 / 09,Queens,4,5,4894.1,665.7,411.7,,,,
1994 / 10,Queens,4,5,4782.4,597,351.2,,,,
2002 / 11,Queens,4,5,5946.8,879.1,,,,,
1992 / 05,Queens,4,5,6322.2,,,,,,
2006 / 07,Queens,4,5,5422.7,820,621.5,,,,
2003 / 07,Queens,4,5,5983.7,781.1,,,,,
2008 / 01,Queens,4,5,4851.5,905.9,632.3,,,,60
1995 / 09,Queens,4,5,4815.5,525.2,382.7,,,,
1992 / 02,Queens,4,5,4909.5,,,,,,
1993 / 11,Queens,4,5,5051.9,659.9,381,,,,
1996 / 08,Queens,4,5,5152.9,576.6,393.1,,,,
2010 / 07,Queens,4,5,5126.3,674.6,567.5,,,,
2008 / 08,Queens,4,5,4904.6,867.4,568.6,,,,
1994 / 03,Queens,4,5,4736.7,861,493.1,,,,
1994 / 01,Queens,4,5,4136.7,555.7,430.4,,,,33.1
2005 / 04,Queens,4,5,5316.3,948.2,669.8,,,,
2006 / 12,Queens,4,5,4843.8,990.2,549.8,,,88.8,
1998 / 11,Queens,4,5,4412.9,912.9,585.3,,,,
2003 / 06,Queens,4,5,6049.4,917.3,,,,,
2012 / 08,Queens,4,5,5315.1,688.5,542.4,,,,
2008 / 04,Queens,4,5,5063.9,813.3,557.6,,,,
1999 / 07,Queens,4,5,4441,879.9,791.9,,,,
1995 / 07,Queens,4,5,4946.1,449.9,405.3,,,,
2000 / 05,Queens,4,5,5101.1,1005.2,747.7,,,,
2001 / 07,Queens,4,5,4725.3,788.1,792.8,,,,
2014 / 12,Queens,4,5,5081.1,849.6,657.6,135.1,65.5,,
2015 / 12,Queens,4,5,4935.8,900.1,745.3,134.5,156.1,,
2016 / 05,Queens,4,5,4830.3,615.9,656.2,129.3,116.3,,
2016 / 04,Queens,4,5,4566.6,626.6,669.3,97.5,91.4,,
2018 / 06,Queens,4,5,5011.8,644.2,754.6,162,44.7,,
2020 / 09,Queens,4,5,5552.1,647.6,867.9,,,,
2022 / 07,Queens,4,5,4764.3,556.2,660.7,,,,
2022 / 04,Queens,4,5,4759.7,577.3,677.9,,107.4,,
2022 / 02,Queens,4,5,4403,548.2,645.9,,47.6,,
2020 / 03,Queens,4,5,4562.3,594.1,762.2,115.5,40.8,,
2020 / 05,Queens,4,5,5577.8,601.6,1009,8.4,,,
2019 / 08,Queens,4,5,4719.6,605.8,750.9,167,,,
2019 / 04,Queens,4,5,4838.4,594.9,707.5,158.6,54.9,,
2020 / 08,Queens,4,5,5638.6,602.9,860.4,,,,
2020 / 10,Queens,4,5,5371.9,689.8,856.5,,,,
2021 / 05,Queens,4,5,5140.9,581.9,738.2,,,,
1996 / 03,Brooklyn,3,18,5257,625.7,385.7,,,,
2013 / 11,Brooklyn,3,18,5225.2,558.5,417.7,,,,
1996 / 01,Brooklyn,3,18,5491.5,415,267.5,,,,8.6
2010 / 02,Brooklyn,3,18,3510.2,474.8,361,,,,
2008 / 06,Brooklyn,3,18,5839.1,718.3,528.7,,,,
2006 / 12,Brooklyn,3,18,5363.2,892.5,498.4,,,,
2015 / 01,Brooklyn,3,18,4463.9,510.4,433.6,,,,29.4
2014 / 12,Brooklyn,3,18,5686.5,737.7,529.3,,,,
2007 / 03,Brooklyn,3,18,5150.4,825.6,498.7,,,,
2002 / 04,Brooklyn,3,18,5629.1,789.6,768.5,,,,
2011 / 12,Brooklyn,3,18,5316.9,772,513.6,,,,
2010 / 08,Brooklyn,3,18,5489.8,631,478.5,,,,
1993 / 05,Brooklyn,3,18,6635.7,,,,,,
2002 / 07,Brooklyn,3,18,7041,684.1,,,,,
1994 / 07,Brooklyn,3,18,6035.5,765.9,438.4,,,,
2002 / 03,Brooklyn,3,18,4916.3,816.9,689.7,,,,
2002 / 11,Brooklyn,3,18,6930.4,820.8,,,,,
2002 / 10,Brooklyn,3,18,6491.4,762.4,,,,,
1995 / 12,Brooklyn,3,18,5269.8,651.4,377.3,,,,
1996 / 05,Brooklyn,3,18,6590.5,690.7,397.3,,,,
1995 / 03,Brooklyn,3,18,5319.8,658.9,389.1,,,,
1993 / 10,Brooklyn,3,18,5356.7,744.4,383.3,,,,
1992 / 02,Brooklyn,3,18,1986.9,,,,,,
1996 / 09,Brooklyn,3,18,6000.7,587.7,327.3,,,,
1999 / 10,Brooklyn,3,18,5237.3,939.7,649.4,,,35.6,
1993 / 03,Brooklyn,3,18,6198.8,,,,,,
2014 / 06,Brooklyn,3,18,5780.2,607,490,,,,
2008 / 04,Brooklyn,3,18,5423.8,731.3,495.1,,,,
2014 / 03,Brooklyn,3,18,4831.9,535.9,440.7,,,,
2009 / 05,Brooklyn,3,18,5761.9,647.7,487.8,,,,
2000 / 06,Brooklyn,3,18,6017.2,982.8,821.8,,,,
1997 / 03,Brooklyn,3,18,5104.3,578.5,338.6,,,,
2006 / 11,Brooklyn,3,18,5648.4,877,499.4,,,732.5,
2016 / 12,Brooklyn,3,18,5462.9,788,654.8,,,,
2017 / 02,Brooklyn,3,18,4205.4,479.1,466.5,,,,
2017 / 03,Brooklyn,3,18,4774.8,556.3,524.7,,,,
2016 / 03,Brooklyn,3,18,5185.5,589.1,511.7,,,,
2015 / 08,Brooklyn,3,18,5530.6,550.8,508.4,,,,
2018 / 01,Brooklyn,3,18,4859.4,590.3,597.4,,,,54.6
2018 / 11,Brooklyn,3,18,5616.4,608.7,595.6,,,175.2,
2018 / 06,Brooklyn,3,18,6105.7,615.1,628.8,,,,
2020 / 01,Brooklyn,3,18,5060.7,591.8,644.6,,,,13.8
2018 / 12,Brooklyn,3,18,5379.6,655.6,588.7,,,151.4,
2019 / 05,Brooklyn,3,18,6118.8,556.3,654.8,,,,
2021 / 07,Brooklyn,3,18,6844.4,595.6,739.5,,,,
2004 / 05,Queens,4,13,7932.3,859,688.3,,,,
1996 / 07,Queens,4,13,7555.1,535,465.7,,,,
2015 / 04,Queens,4,13,5310.3,518.4,617.1,,,,
1995 / 12,Queens,4,13,5317,481.2,396.8,,,,
1993 / 01,Queens,4,13,4965.9,,,,,,
2010 / 04,Queens,4,13,5712.7,587.4,571.2,,,,
2003 / 01,Queens,4,13,5563.9,751.3,,,,,
1994 / 03,Queens,4,13,5815.7,728.4,541.1,,,,
2013 / 06,Queens,4,13,6184.9,578.4,655.4,,,,
2007 / 05,Queens,4,13,7200.1,771.6,653,,,,
2011 / 10,Queens,4,13,5320.5,551.8,525.1,,,,
2003 / 12,Queens,4,13,6383.7,765.3,,,,,
2001 / 12,Queens,4,13,5705.4,895.1,759.8,,,8.1,
1996 / 05,Queens,4,13,8032.5,619.9,472.3,,,,
2009 / 07,Queens,4,13,6565.1,646.4,718.9,,,,
2008 / 06,Queens,4,13,6218.1,690.6,617.4,,,,
1995 / 02,Queens,4,13,4217.2,433.5,365.5,,,,
1996 / 10,Queens,4,13,7195.3,610.8,428.6,,,,
1992 / 02,Queens,4,13,4516.8,,,,,,
1998 / 01,Queens,4,13,5086.4,811.2,612.5,,,,53.4
2013 / 08,Queens,4,13,5712.1,561.5,639.2,,,,
2010 / 03,Queens,4,13,5470.5,642.9,612.8,,,,
1991 / 02,Queens,4,13,4201.9,,,,,,
1996 / 08,Queens,4,13,7919.3,598.5,449.7,,,,
1992 / 04,Queens,4,13,6021.2,,,,,,
2014 / 02,Queens,4,13,3438.8,405.2,490.2,,,,
2005 / 10,Queens,4,13,6552.5,847.5,605.9,,,,
2005 / 03,Queens,4,13,5537.6,853.5,612.8,,,,
2011 / 01,Queens,4,13,4310.4,481.2,493.6,,,,
2011 / 06,Queens,4,13,6503,634.2,608.7,,,,
1999 / 07,Queens,4,13,6276,785.8,768,,,,
2010 / 01,Queens,4,13,4217.4,576.5,562.5,,,,25
2005 / 08,Queens,4,13,7209.9,796.3,724.9,,,,
2005 / 01,Queens,4,13,4694.4,709.7,519.8,,,,35
1997 / 07,Queens,4,13,7840.7,567.8,485.1,,,,
2002 / 12,Queens,4,13,6264.9,814.1,,,,,
2017 / 08,Queens,4,13,6065.8,487.4,837.5,,,,
2016 / 02,Queens,4,13,3952.6,524.8,670.8,,,,
2016 / 07,Queens,4,13,5765.8,546.7,792.8,,,,
2017 / 02,Queens,4,13,3857.3,417.6,565.2,,,,
2019 / 03,Queens,4,13,4247.7,423.9,696.3,146.2,,,
2018 / 01,Queens,4,13,4447.8,504.8,716.4,,,,35
2018 / 05,Queens,4,13,5688.7,524.2,815.5,562.7,,,
2018 / 03,Queens,4,13,4432.6,474.4,669.3,,,,
2019 / 05,Queens,4,13,5915.9,518.4,817.2,331.2,,,
2019 / 06,Queens,4,13,5757.4,517.7,888.7,322.3,,,
2015 / 06,Bronx,2,9,4102.9,200.7,279.2,,,,
2014 / 03,Bronx,2,9,3706.3,174.8,242,,,,
1993 / 07,Bronx,2,9,5001,172,189.4,,,,
2014 / 02,Bronx,2,9,3062.4,145.6,185.4,,,,
1993 / 06,Bronx,2,9,5342.4,180.1,171.1,,,,
2008 / 06,Bronx,2,9,4586.7,223.5,242.7,,,,
2011 / 11,Bronx,2,9,4587.1,170.8,203.6,,,,
1997 / 01,Bronx,2,9,4467.2,179.2,249.7,,,,16.6
2004 / 11,Bronx,2,9,4814.7,205.2,229.4,,,,
1996 / 08,Bronx,2,9,5038.9,174,274.8,,,,
2001 / 02,Bronx,2,9,3727,183.1,290,,,,
2001 / 03,Bronx,2,9,4157,234,362.5,,,,
2011 / 09,Bronx,2,9,4510.4,200.6,235.9,,,,
1993 / 03,Bronx,2,9,4747.5,,,,,,
1993 / 12,Bronx,2,9,4779.8,12.8,10.1,,,,
2012 / 11,Bronx,2,9,4624.1,171.7,214.3,,,,
1991 / 05,Bronx,2,9,5610.1,,,,,,
2007 / 03,Bronx,2,9,4368.5,216.7,217.6,,,,
2010 / 03,Bronx,2,9,4904.7,227.9,251.7,,,,
1996 / 07,Bronx,2,9,5336.7,162,260.2,,,,
1996 / 11,Bronx,2,9,4710.3,161,209.5,,,,
2003 / 08,Bronx,2,9,4960.8,168.6,,,,,
1994 / 05,Bronx,2,9,4831.8,,,,,,
2012 / 09,Bronx,2,9,3973.2,182.4,215.7,,,,
2006 / 06,Bronx,2,9,4949.4,236.9,254.3,,,,
2008 / 03,Bronx,2,9,4355.4,201.8,205.2,,,,
1997 / 02,Bronx,2,9,3996.8,138.7,203.3,,,,
2010 / 08,Bronx,2,9,4426.8,190.6,231.3,,,,
2002 / 11,Bronx,2,9,5114.7,170.5,,,,,
1998 / 09,Bronx,2,9,4599.7,177.8,304.6,,,,
1997 / 07,Bronx,2,9,4876.3,169.8,301.9,,,,
2009 / 05,Bronx,2,9,4562.6,222.9,240.8,,,,
1998 / 06,Bronx,2,9,4944.6,197.5,301.1,,,,
2001 / 09,Bronx,2,9,4382.8,201.9,330.2,,,,
2007 / 04,Bronx,2,9,4420.2,193.7,205,,,,
2017 / 07,Bronx,2,9,3998.6,215.4,349.8,,,,
2016 / 12,Bronx,2,9,3927.4,274.6,357.6,,,,
2016 / 09,Bronx,2,9,3760.4,219,322.2,,,,
2016 / 11,Bronx,2,9,3885.3,184.7,276.2,,,7.8,
2019 / 10,Bronx,2,9,3859.8,216.5,351.9,,,,
2018 / 11,Bronx,2,9,3875.4,213.2,338.1,,,5.2,
2020 / 01,Bronx,2,9,3664.2,237,365.6,,,,14.7
2019 / 07,Bronx,2,9,4055.1,229.2,366.2,,,,
1995 / 10,Staten Island,5,1,5324.9,638.7,325.7,,,88.2,
2009 / 06,Staten Island,5,1,6374.3,783.8,574,,,,
2015 / 01,Staten Island,5,1,4127.4,592.8,534.1,31.5,,,70.8
1996 / 02,Staten Island,5,1,3919.6,798.4,449.4,,,,
2008 / 05,Staten Island,5,1,6120.2,859.6,566.2,,,,
1993 / 09,Staten Island,5,1,4843.6,,,,,,
2008 / 08,Staten Island,5,1,5387.7,758.2,530.1,,,,
2011 / 05,Staten Island,5,1,6217.4,646.4,508.6,,,,
1993 / 07,Staten Island,5,1,4909.8,,29.6,,,,
1997 / 10,Staten Island,5,1,5332.8,,467.1,,,,
1997 / 11,Staten Island,5,1,4892.5,,404.2,,,789.4,
2013 / 06,Staten Island,5,1,5615.8,649.9,610.3,35.1,,,
2002 / 07,Staten Island,5,1,6769.5,,,,,,
2000 / 04,Staten Island,5,1,5132.2,,567.4,,,,
2011 / 03,Staten Island,5,1,5355.9,715.6,516,,,,
2004 / 05,Staten Island,5,1,7381.7,898.5,543.5,,,,
2009 / 01,Staten Island,5,1,4336,802.4,573.8,,,,50.8
2006 / 02,Staten Island,5,1,4272.6,736.4,466.4,,,,
2008 / 12,Staten Island,5,1,5443.4,953.6,574.5,,,,
2006 / 04,Staten Island,5,1,6173.2,858.8,586,,,,
2005 / 06,Staten Island,5,1,7306.3,943,664.7,,,,
2005 / 04,Staten Island,5,1,6675.3,920.7,571,,,,
1996 / 10,Staten Island,5,1,5662.8,754.8,412.3,,,,
1999 / 11,Staten Island,5,1,4930.9,,530.5,,,1011.9,
1998 / 04,Staten Island,5,1,5602.4,,593.5,,,,
1999 / 10,Staten Island,5,1,5273.6,,566.2,,,,
1991 / 07,Staten Island,5,1,4897.1,,,,,,
2002 / 05,Staten Island,5,1,6675.7,,673.3,,,,
1998 / 03,Staten Island,5,1,4855.9,,420.9,,,,
2002 / 01,Staten Island,5,1,4781.1,4.3,675.9,,,,70.5
1993 / 03,Staten Island,5,1,4478.1,,,,,,
1994 / 01,Staten Island,5,1,4266.2,468.2,316.9,,,,87.2
2004 / 04,Staten Island,5,1,6748.2,574.2,550.4,,,,
2002 / 04,Staten Island,5,1,6118.8,,674.4,,,,
2004 / 01,Staten Island,5,1,5097.9,,,,,,42.3
2011 / 08,Staten Island,5,1,6334.1,674.8,536.5,,,,
1992 / 11,Staten Island,5,1,4638,,,,,,
1994 / 07,Staten Island,5,1,5238.5,643.6,351.4,,,,
2001 / 07,Staten Island,5,1,5873.2,,724.1,,,,
2000 / 02,Staten Island,5,1,4197.2,,527.4,,,,
2000 / 11,Staten Island,5,1,4906.2,,593.4,,,979.2,
1997 / 05,Staten Island,5,1,6226.3,,491.5,,,,
1992 / 07,Staten Island,5,1,5708.1,,,,,,
2009 / 05,Staten Island,5,1,6115.4,705.9,531.5,,,,
2016 / 12,Staten Island,5,1,5013.7,850.1,707.6,127.7,,,
2015 / 12,Staten Island,5,1,5189.4,809.4,633.9,147.1,,,
2015 / 07,Staten Island,5,1,5404.2,631.1,636,161.2,,,
2020 / 02,Staten Island,5,1,4212.7,515.5,572.9,48.9,,,
2022 / 02,Staten Island,5,1,4709.8,545.3,628.8,,,,
2022 / 03,Staten Island,5,1,5307.4,557.8,689.8,,,,
2021 / 10,Staten Island,5,1,6054.6,540.4,625,,,,
2022 / 08,Staten Island,5,1,5469.6,523,729.8,,,,
2021 / 03,Staten Island,5,1,5940.9,640.8,788.3,,,,
1996 / 03,Staten Island,5,3,4749.8,956.5,485.1,,,,
1992 / 01,Staten Island,5,3,4624.1,,,,,,
1999 / 01,Staten Island,5,3,4930.3,,619.6,,,,156.6
1995 / 12,Staten Island,5,3,4485.8,980.9,459.6,,,256.2,
1993 / 03,Staten Island,5,3,4951.3,,,,,,
1993 / 09,Staten Island,5,3,5701.7,54.7,28.9,,,,
1998 / 07,Staten Island,5,3,6041.4,,648.4,,,,
1994 / 07,Staten Island,5,3,5676.9,751.4,411.2,,,,
1996 / 05,Staten Island,5,3,6657.7,1028.4,556.9,,,,
1996 / 01,Bronx,2,10,2536.3,223.1,159.4,,,,
2014 / 08,Bronx,2,10,2445.8,311.9,300.3,40.5,,,
2001 / 05,Bronx,2,10,2717.3,477.1,401.9,,,,
2012 / 09,Bronx,2,10,2546,337,233.6,,,,
2005 / 02,Bronx,2,10,2052.9,392.2,227.3,,,,
1993 / 06,Bronx,2,10,2419.7,308.1,194.6,,,,
2012 / 05,Bronx,2,10,2924.8,346.5,267.6,,,,
2014 / 01,Bronx,2,10,2221.9,356.3,311.2,19.5,,,19.6
1994 / 07,Bronx,2,10,2234.1,302.8,213,,,,
2002 / 07,Bronx,2,10,3048.5,390.5,,,,,
1993 / 03,Bronx,2,10,2119.8,,,,,,
2010 / 12,Bronx,2,10,2023,343.7,225.6,,,,
2002 / 11,Bronx,2,10,3067.9,439.6,,,,,
1992 / 04,Bronx,2,10,2290,,,,,,
1999 / 06,Bronx,2,10,2693.6,479.8,382.2,,,,
2012 / 06,Bronx,2,10,2774.8,352.2,273.2,,,,
2009 / 01,Bronx,2,10,2407.5,400.7,301.6,,,,16.8
2005 / 06,Bronx,2,10,3214.6,453.4,292.3,,,,
2011 / 07,Bronx,2,10,2637.2,331,281.7,,,,
2013 / 06,Bronx,2,10,2734.1,354.2,295.5,,,,
2011 / 02,Bronx,2,10,2372.3,359,278,,,,
1991 / 01,Bronx,2,10,696,,,,,,
1991 / 05,Bronx,2,10,2568.9,,,,,,
1991 / 02,Bronx,2,10,1774.4,,,,,,
1994 / 05,Bronx,2,10,2294,325.2,194.2,,,,
1998 / 03,Bronx,2,10,2215.7,391,264.9,,,,
1991 / 04,Bronx,2,10,2415.1,,,,,,
2002 / 04,Bronx,2,10,2615.4,446,373.8,,,,
2010 / 11,Bronx,2,10,2896.4,341.9,243.9,,,,
2013 / 09,Bronx,2,10,2385.9,311.9,264.5,8.6,,,
2009 / 11,Bronx,2,10,2694.8,338.2,233.9,,,,
