MONTH,BOROUGH,BOROUGH_ID,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS
2016 / 10,Manhattan,1,9,2392.9,278.1,254.9,23.1,51.2,,
2018 / 06,Manhattan,1,9,2335.1,313.8,286.5,15.9,50.1,,
2015 / 07,Manhattan,1,9,2401.8,270.8,243.7,,,,
2022 / 04,Manhattan,1,9,2095.8,257.9,264.9,,16,,
2021 / 12,Manhattan,1,9,2236,304.4,286,,12.4,,
2019 / 11,Manhattan,1,9,2186.3,285,270.8,30.8,67.5,,
2019 / 12,Manhattan,1,9,2234,286,267.1,28.9,50.3,,
2019 / 04,Manhattan,1,9,2230.2,238.3,243.3,27.1,64.1,,
2017 / 12,Manhattan,1,9,2226,330.6,289.5,27.8,77.1,,
2021 / 03,Manhattan,1,9,2230.2,244.4,262.4,,,,
2019 / 03,Manhattan,1,9,2093.6,271,265.3,21.8,70.6,,
1996 / 07,Brooklyn,3,9,3481.9,158.2,150.4,,,,
2014 / 09,Brooklyn,3,9,3146.7,223.3,169.3,,34.6,,
2004 / 04,Brooklyn,3,9,3539.2,273.9,191.4,,,,
2006 / 09,Brooklyn,3,9,3534.6,265.9,191.7,,,,
1997 / 08,Brooklyn,3,9,3237,150.3,161.9,,,,
2013 / 12,Brooklyn,3,9,3169.4,250.6,171.4,,,,
2007 / 11,Brooklyn,3,9,3312.8,251.2,152.6,,,14.9,
2000 / 01,Brooklyn,3,9,2841.7,201.6,282.1,,,,15.2
2009 / 04,Brooklyn,3,9,3098.9,234.5,172.4,,,,
1995 / 07,Brooklyn,3,9,3428.4,155.3,175.4,,,,
1995 / 03,Brooklyn,3,9,3169.6,166.6,175.4,,,,
2003 / 06,Brooklyn,3,9,3856.1,210,,,,,
2008 / 01,Brooklyn,3,9,3198.1,257.3,166.8,,,,7.2
2009 / 11,Brooklyn,3,9,3149.4,196.9,138.2,,,,
2005 / 07,Brooklyn,3,9,3626.7,241.5,221.7,,,,
1996 / 06,Brooklyn,3,9,3275.4,161.5,158.1,,,,
2014 / 05,Brooklyn,3,9,3259.6,267.8,189.3,,,,
2006 / 04,Brooklyn,3,9,3247.3,231.5,176.5,,,,
2006 / 10,Brooklyn,3,9,3426,243.5,157.1,,,,
1995 / 02,Brooklyn,3,9,2637.8,119.6,138,,,,
1998 / 12,Brooklyn,3,9,3151.5,207.2,243.6,,,13.2,
2004 / 07,Brooklyn,3,9,3693.5,258.4,234.2,,,,
2014 / 06,Brooklyn,3,9,3155.3,221.6,165.7,,,,
1998 / 08,Brooklyn,3,9,3043.4,181.8,248.8,,,,
1995 / 01,Brooklyn,3,9,3203.8,136.3,150.5,,,,6.2
1999 / 07,Brooklyn,3,9,3119.6,253.4,367.6,,,,
1999 / 09,Brooklyn,3,9,3237.3,274.2,335.3,,,,
1997 / 02,Brooklyn,3,9,2688.4,137.7,128.9,,,,
2001 / 08,Brooklyn,3,9,3322.5,206.6,378.4,,,,
1991 / 10,Brooklyn,3,9,3794.3,,,,,,
2005 / 09,Brooklyn,3,9,3537.2,246.4,208.8,,,,
2017 / 03,Brooklyn,3,9,2863.5,253,216.4,,31.3,,
2017 / 04,Brooklyn,3,9,2838.6,251,213.3,,20.9,,
2016 / 04,Brooklyn,3,9,2842.1,241.8,205.7,,,,
2017 / 01,Brooklyn,3,9,2891.1,245.5,203.2,,31.5,,12
2018 / 05,Brooklyn,3,9,3140.8,274.1,229,,,,
2015 / 10,Brooklyn,3,9,3151.7,261.1,203,,,,
2020 / 01,Brooklyn,3,9,2879.2,307.5,285.8,,,,13.8
2021 / 11,Brooklyn,3,9,3185.6,258.4,235,,,,
2019 / 02,Brooklyn,3,9,2538.9,235,196.5,,31.4,,
2020 / 03,Brooklyn,3,9,2795.8,264.9,236.5,,,,
2018 / 03,Brooklyn,3,9,2954.6,286.7,229,,,,
2020 / 08,Brooklyn,3,9,3204.9,307.6,283.4,,,,
2014 / 09,Manhattan,1,11,2213.2,193.1,145.1,,,,
1995 / 10,Manhattan,1,11,3157.6,75.7,55.7,,,,
2010 / 08,Manhattan,1,11,2241.9,157.8,116.1,,,,
2008 / 08,Manhattan,1,11,2261,187.9,132.4,,,,
2002 / 02,Manhattan,1,11,2526.1,10.4,155.2,,,,
2013 / 08,Manhattan,1,11,2279.2,164.8,122.8,,,,
2011 / 11,Manhattan,1,11,2209.6,194.4,133.2,,,,
1997 / 12,Manhattan,1,11,3375,34.1,75.1,,,,
2014 / 04,Manhattan,1,11,2165.4,207.9,164.1,,,,
2010 / 07,Manhattan,1,11,2239.5,180,130.5,,,,
1994 / 08,Manhattan,1,11,3552.8,76.4,49.7,,,,
1992 / 06,Manhattan,1,11,3458.2,,,,,,
2000 / 01,Manhattan,1,11,2760.5,,156.5,,,,24.6
2009 / 03,Manhattan,1,11,2139.2,156,111.2,,,,
1995 / 03,Manhattan,1,11,3207.1,105.8,61.8,,,,
2005 / 10,Manhattan,1,11,2654.8,183.1,129,,,,
1990 / 12,Manhattan,1,11,3329.3,,,,,,
1999 / 11,Manhattan,1,11,2807.7,11.1,145,,,,
2001 / 03,Manhattan,1,11,2801.5,,188,,,,
1991 / 04,Manhattan,1,11,3113.9,,,,,,
2000 / 07,Manhattan,1,11,2927.7,,168.6,,,,
2007 / 05,Manhattan,1,11,2471.5,154,117.8,,,,
2000 / 05,Manhattan,1,11,3069,,159.2,,,,
1991 / 02,Manhattan,1,11,2790,,,,,,
1996 / 11,Manhattan,1,11,3106.5,80.3,51,,,,
1994 / 02,Manhattan,1,11,2913.4,65.8,33.8,,,,
2010 / 01,Manhattan,1,11,2087.4,196.3,149.2,,,,7
2010 / 11,Manhattan,1,11,2176.2,165.4,112.7,,,,
2009 / 11,Manhattan,1,11,2119.3,159.1,113.8,,,,
1998 / 05,Manhattan,1,11,3188.4,17.5,94.7,,,,
1999 / 08,Manhattan,1,11,2908.7,,122,,,,
1992 / 10,Manhattan,1,11,3067.2,,,,,,
2011 / 06,Manhattan,1,11,2268.9,189.9,134.5,,,,
1995 / 12,Manhattan,1,11,3092.5,107.9,67.2,,,,
1996 / 03,Manhattan,1,11,3095.7,103.1,69.2,,,,
1992 / 09,Manhattan,1,11,3172.1,,,,,,
1996 / 04,Manhattan,1,11,3198.2,87.8,52,,,,
2017 / 05,Manhattan,1,11,2477.6,227.1,199,,23.2,,
2017 / 11,Manhattan,1,11,2275.4,246.1,204.3,,,,
2015 / 10,Manhattan,1,11,2248.6,205.5,178.8,,,,
2021 / 11,Manhattan,1,11,2413.6,201.6,174.3,,,,
2018 / 04,Manhattan,1,11,2144.4,201.1,172.8,,,,
2020 / 08,Manhattan,1,11,2407.5,221.2,218.3,,,,
2021 / 03,Manhattan,1,11,2288.5,240.2,220,,,,
2019 / 12,Manhattan,1,11,2371.5,211.1,173.3,,,,
2018 / 12,Manhattan,1,11,2293.9,231.7,181.9,,16.7,,
1993 / 01,Bronx,2,7,3700.9,,,,,,
2005 / 08,Bronx,2,7,4185.7,273,377.1,,,,
2015 / 01,Bronx,2,7,3330.6,238.2,309.7,,,,11.7
2015 / 06,Bronx,2,7,3828.5,282.2,346,,,,
2012 / 12,Bronx,2,7,4026.3,249.5,240.2,,,,
2005 / 02,Bronx,2,7,3486.4,244.9,322,,,,
2008 / 10,Bronx,2,7,3979.6,239.2,285.3,,,,
2014 / 02,Bronx,2,7,3269,201.2,245,,,,
1996 / 06,Bronx,2,7,3689,227.4,349.2,,,,
2003 / 07,Bronx,2,7,4494.6,189.3,,,,,
2003 / 06,Bronx,2,7,4549.2,224.2,,,,,
2007 / 05,Bronx,2,7,3944,264.9,294.3,,,,
2010 / 12,Bronx,2,7,3006.1,214.4,211.1,,,,
2003 / 12,Bronx,2,7,4654.5,219.4,,,,,
2007 / 10,Bronx,2,7,3982.7,259,286.2,,,,
2014 / 06,Bronx,2,7,3627.1,251.1,307.1,,,,
2007 / 08,Bronx,2,7,3984.8,268.5,298.1,,,,
2004 / 02,Bronx,2,7,3949.6,194.4,,,,,
1994 / 08,Bronx,2,7,4211.6,174.8,178.2,,,,
1992 / 10,Bronx,2,7,4162.1,,,,,,
1991 / 10,Bronx,2,7,4302.5,,,,,,
1992 / 06,Bronx,2,7,4452.6,,,,,,
2016 / 02,Bronx,2,7,3353.9,275.5,403.2,,,,
2017 / 01,Bronx,2,7,3711,292.5,417.8,,,,19.5
2017 / 05,Bronx,2,7,3968.4,260.8,411.3,,,,
2016 / 03,Bronx,2,7,3666.3,263,391.7,,,,
2018 / 06,Bronx,2,7,3772.8,287.5,435.2,,,,
2016 / 01,Bronx,2,7,3408.2,208.4,310.2,,,,15.6
2017 / 11,Bronx,2,7,3756.9,270.7,418,,,13.2,
2020 / 10,Bronx,2,7,3923,393.4,623.1,,,,
2019 / 02,Bronx,2,7,3288.1,238.9,383.9,,,,
2019 / 01,Bronx,2,7,3665.2,313,493.5,,,,9.6
2020 / 04,Bronx,2,7,3550.1,281.2,499.9,,,,
2018 / 03,Bronx,2,7,3606.5,273.3,398.6,,,,
2021 / 05,Bronx,2,7,3661,348.6,523.1,,,,
2019 / 11,Bronx,2,7,3460.4,246.6,413.1,,,1.9,
2020 / 08,Bronx,2,7,4052.6,389.3,600.6,,,,
1993 / 01,Manhattan,1,4,1725,,,,,,
2006 / 03,Manhattan,1,4,2205,531.9,347.4,,,,
2004 / 06,Manhattan,1,4,2507.9,560.3,258,,,,
2009 / 07,Manhattan,1,4,2163.8,485.1,358.2,,,,
2013 / 10,Manhattan,1,4,2408.5,414.4,321.4,,,,
2009 / 02,Manhattan,1,4,1814.8,397.9,292.8,,,,
2010 / 11,Manhattan,1,4,2266.6,438.9,276.1,,,,
2007 / 10,Manhattan,1,4,2389,529.8,278.7,,,,
2011 / 05,Manhattan,1,4,2183.3,418,289.1,,,,
2012 / 07,Manhattan,1,4,2249.6,354.3,291.9,,,,
2012 / 01,Manhattan,1,4,2174.2,376,307.1,,,,16.2
2002 / 01,Manhattan,1,4,2172.6,7.4,317.3,,,,16.8
2002 / 05,Manhattan,1,4,2163.8,5.7,335.4,,,,
1993 / 09,Manhattan,1,4,1720.5,306.3,112.1,,,,
2003 / 12,Manhattan,1,4,2725.5,,,,,,
2002 / 07,Manhattan,1,4,2502.9,,,,,,
1993 / 04,Manhattan,1,4,1788,59.6,12.6,,,,
1994 / 07,Manhattan,1,4,1737.2,269.2,148.9,,,,
2000 / 03,Manhattan,1,4,2143.4,,309.5,,,,
1991 / 01,Manhattan,1,4,2123.5,,,,,,
2006 / 05,Manhattan,1,4,2383.3,504.2,289.9,,,,
2003 / 08,Manhattan,1,4,2572,,,,,,
2004 / 04,Manhattan,1,4,2408.1,324,262.2,,,,
2005 / 10,Manhattan,1,4,2352,634.4,294,,,,
1997 / 06,Manhattan,1,4,2234.8,265.6,197,,,,
1992 / 03,Manhattan,1,4,2018.1,,,,,,
1998 / 03,Manhattan,1,4,2319.4,,219.5,,,,
2001 / 03,Manhattan,1,4,2170.2,0.4,316.7,,,,
2012 / 02,Manhattan,1,4,2016,376.6,297.5,,,,
1993 / 08,Manhattan,1,4,1659.2,251.8,115.6,,,,
2015 / 11,Manhattan,1,4,2225.6,424,318,,,,
2008 / 01,Manhattan,1,4,2258,548.4,326.6,,,,18.9
1998 / 11,Manhattan,1,4,2251.5,,223.8,,,,
1999 / 10,Manhattan,1,4,2073.2,,295,,,,
2007 / 04,Manhattan,1,4,2143.1,423.2,280,,,,
2007 / 08,Manhattan,1,4,2280,530.1,314.8,,,,
2009 / 05,Manhattan,1,4,2141,481,340.1,,,,
2010 / 07,Manhattan,1,4,2170,480.8,362.9,,,,
1999 / 05,Manhattan,1,4,2335.2,,264,,,,
2001 / 08,Manhattan,1,4,2170.4,3.9,324.6,,,,
1991 / 08,Manhattan,1,4,2005.7,,,,,,
1995 / 04,Manhattan,1,4,1679.8,263.4,130.4,,,,
2015 / 03,Manhattan,1,4,2295,389.2,316.3,,,,
2017 / 09,Manhattan,1,4,2362.8,493.3,402.4,,,,
2015 / 07,Manhattan,1,4,2255.2,454.5,386.1,,,,
2015 / 09,Manhattan,1,4,2299.4,463,346.8,,,,
2019 / 02,Manhattan,1,4,2112.4,451.4,368.2,30.5,,,
2021 / 04,Manhattan,1,4,2226.8,526,425.2,,,,
2019 / 05,Manhattan,1,4,2516,577.6,446.9,47,,,
2020 / 06,Manhattan,1,4,2298.1,409.7,381.8,,,,
2020 / 11,Manhattan,1,4,2242.7,409.9,350.3,,,,
1996 / 07,Manhattan,1,1,651.3,98.8,36.1,,,,
2009 / 07,Manhattan,1,1,1109.4,408.1,199,,,,
2015 / 02,Manhattan,1,1,1185,320.8,207.2,10.3,,,
2008 / 06,Manhattan,1,1,1071.4,395.7,159.8,,,,
2010 / 11,Manhattan,1,1,1236.2,377.2,178.1,,,,
2012 / 04,Manhattan,1,1,1145.3,290.3,180.2,,,,
2010 / 09,Manhattan,1,1,1217.6,432.3,190.1,,,,
2011 / 10,Manhattan,1,1,1235.9,375.7,191.1,,,,
2002 / 09,Manhattan,1,1,1108.1,,,,,,
2012 / 10,Manhattan,1,1,1221.8,357.2,180.5,,,,
1996 / 02,Manhattan,1,1,581.4,95.7,39.5,,,,
2008 / 03,Manhattan,1,1,1104.5,406.1,164.7,,,,
2006 / 04,Manhattan,1,1,1062.7,405.4,159.8,,,,
2008 / 11,Manhattan,1,1,1029.7,378.2,162.3,,,,
2006 / 02,Manhattan,1,1,1127,329.1,128,,,,
2007 / 02,Manhattan,1,1,1009.6,327.7,134,,,,
2003 / 07,Manhattan,1,1,1181.6,,,,,,
1997 / 11,Manhattan,1,1,615.5,11.8,63.9,,,,
2003 / 11,Manhattan,1,1,1192.3,,,,,,
1997 / 10,Manhattan,1,1,666.9,,48.5,,,,
2010 / 08,Manhattan,1,1,1182,339.9,168.5,,,,
2000 / 10,Manhattan,1,1,903.3,,90.9,,,,
2009 / 12,Manhattan,1,1,1231.4,449.7,215.3,,,,
2011 / 02,Manhattan,1,1,1154.6,395.8,217.7,,,,
2014 / 04,Manhattan,1,1,1319.5,329.1,184.8,,40.3,,
1998 / 12,Manhattan,1,1,742,,66.2,,,,
2005 / 04,Manhattan,1,1,1162.6,412.8,153.1,,,,
2011 / 07,Manhattan,1,1,1114.6,357.2,188.1,,,,
2003 / 08,Manhattan,1,1,1201.5,,,,,,
2007 / 07,Manhattan,1,1,1100,309.9,141.1,,,,
2009 / 06,Manhattan,1,1,1149.9,409.2,180.6,,,,
1995 / 12,Manhattan,1,1,629.7,132.4,50.8,,,,
1999 / 05,Manhattan,1,1,730.2,,90,,,,
2001 / 03,Manhattan,1,1,959,,121.7,,,,
2014 / 08,Manhattan,1,1,1203.9,319.9,185,,13.5,,
2017 / 04,Manhattan,1,1,1311.2,356.2,223.9,14,,,
2018 / 05,Manhattan,1,1,1529.5,415.4,237.2,13.6,,,
2019 / 09,Manhattan,1,1,1356.6,428.5,240.5,25.4,,,
2021 / 12,Manhattan,1,1,1375.5,469.1,277,,,,
2019 / 02,Manhattan,1,1,1253.2,357.8,229.9,16.9,,,
2018 / 02,Manhattan,1,1,1253.6,340.3,215.2,11.9,,,
2020 / 05,Manhattan,1,1,1089.3,284.8,245,0.6,,,
2018 / 12,Manhattan,1,1,1358.8,454.7,249.1,16.1,,,
2021 / 05,Manhattan,1,1,1294.2,393.6,247.8,,,,
2021 / 06,Manhattan,1,1,1386.3,380.4,229.6,,,,
2015 / 03,Brooklyn,3,4,2937.9,193.8,254.8,,,,
2008 / 05,Brooklyn,3,4,3438.6,180.5,228.3,,,,
2011 / 03,Brooklyn,3,4,3367.2,192.3,228.7,,,,
2004 / 10,Brooklyn,3,4,3532.7,189.6,256.2,,,,
2005 / 02,Brooklyn,3,4,3166.4,180.8,221.8,,,,
2010 / 07,Brooklyn,3,4,3462.4,193.1,244.8,,,,
2007 / 05,Brooklyn,3,4,3566.7,174.1,220.6,,,,
1999 / 12,Brooklyn,3,4,2990.8,193.5,327.8,,,,
2002 / 08,Brooklyn,3,4,3994.4,132.6,,,,,
2011 / 06,Brooklyn,3,4,3617.2,203.3,238.6,,,,
2002 / 11,Brooklyn,3,4,3813.3,132.2,,,,,
2003 / 04,Brooklyn,3,4,3851.4,127.2,,,,,
2002 / 10,Brooklyn,3,4,3962.9,124.6,,,,,
2013 / 10,Brooklyn,3,4,3156.1,179.2,234.1,,,,
2010 / 10,Brooklyn,3,4,3340,182.1,220.6,,,,
1994 / 11,Brooklyn,3,4,3307.4,88.8,163.7,,,,
2003 / 02,Brooklyn,3,4,3134,73.4,,,,,
1994 / 12,Brooklyn,3,4,3296.4,111.6,178.8,,,,
2005 / 06,Brooklyn,3,4,3826.5,205.1,279.3,,,,
1998 / 01,Brooklyn,3,4,2866.2,142.1,250.6,,,,8.7
1992 / 02,Brooklyn,3,4,3090.1,,,,,,
1997 / 08,Brooklyn,3,4,3183,91.5,200.2,,,,
2010 / 04,Brooklyn,3,4,3273.9,180.2,231.3,,,,
1994 / 01,Brooklyn,3,4,2788.8,110,211.2,,,,0.7
2005 / 05,Brooklyn,3,4,3650,179.2,246.4,,,,
1998 / 08,Brooklyn,3,4,2990.2,110.6,265.1,,,,
2006 / 10,Brooklyn,3,4,3534.6,171.8,220.1,,,,
2010 / 02,Brooklyn,3,4,2463.6,152.6,183.7,,,,
2007 / 08,Brooklyn,3,4,3699.6,180.6,236.8,,,,
1995 / 05,Brooklyn,3,4,3301,96.4,179.8,,,,
1999 / 08,Brooklyn,3,4,3023.8,138.5,318.2,,,,
2001 / 07,Brooklyn,3,4,3314.7,151.2,359.6,,,,
1994 / 09,Brooklyn,3,4,3099.3,91.4,185.9,,,,
1992 / 11,Brooklyn,3,4,3314,,,,,,
1991 / 11,Brooklyn,3,4,3462.1,,,,,,
2017 / 01,Brooklyn,3,4,2900.4,247.3,324.3,,,,12.2
2016 / 10,Brooklyn,3,4,2987.6,224.2,295.6,,,,
2017 / 10,Brooklyn,3,4,3017.7,214.5,323.3,,,,
2022 / 07,Brooklyn,3,4,3301.9,267.3,350.3,,,,
2021 / 10,Brooklyn,3,4,3615.4,301.3,378.8,,,,
2022 / 05,Brooklyn,3,4,3249.6,263,352.5,,,,
2018 / 04,Brooklyn,3,4,2754.3,229.2,321.4,,,,
2020 / 03,Brooklyn,3,4,2972.4,279.9,400.7,,,,
2020 / 04,Brooklyn,3,4,2908.5,282.3,443.4,,,,
2019 / 10,Brooklyn,3,4,3124.1,282.4,373.5,,,,
2021 / 03,Brooklyn,3,4,3543.2,335.1,422.1,,,,
2020 / 12,Brooklyn,3,4,3379.6,353.5,449.7,,,,
2015 / 02,Bronx,2,3,1515.8,102.5,123.4,,,,
1995 / 09,Bronx,2,3,1939.6,38,50.3,,,,
2015 / 03,Bronx,2,3,1835.9,120.1,128.4,,,,
2006 / 08,Bronx,2,3,1852.8,60.5,71,,,,
2004 / 06,Bronx,2,3,1889,69.2,86.9,,,,
2006 / 12,Bronx,2,3,1752.4,72.2,58.1,,,,
1992 / 12,Bronx,2,3,2109,,,,,,
2006 / 02,Bronx,2,3,1580.9,51.1,50.8,,,,
2005 / 02,Bronx,2,3,1566.9,59,65.6,,,,
2007 / 01,Bronx,2,3,1853.7,66,62.9,,,,2.1
2006 / 10,Bronx,2,3,1803.3,56.2,51.5,,,,
2006 / 04,Bronx,2,3,1673.5,60.6,65.3,,,,
2006 / 05,Bronx,2,3,1889.8,68.5,70,,,,
1992 / 01,Bronx,2,3,2087.8,,,,,,
2004 / 10,Bronx,2,3,1648.4,54.5,71.6,,,,
2001 / 11,Bronx,2,3,1874.2,61.2,105.3,,,,
2012 / 11,Bronx,2,3,2123.4,90,95.6,,,,
2005 / 03,Bronx,2,3,1808.6,64.8,70.9,,,,
2011 / 12,Bronx,2,3,1985.8,93.2,77.5,,,,
2013 / 11,Bronx,2,3,1789,89.2,84.4,,,,
1991 / 07,Bronx,2,3,2162.9,,,,,,
1996 / 11,Bronx,2,3,1927.5,40.2,61.3,,,,
2013 / 09,Bronx,2,3,1785.7,87.4,84.8,,,,
1993 / 07,Bronx,2,3,2065.7,,47.1,,,,
1997 / 08,Bronx,2,3,2013.8,28.6,56.2,,,,
2011 / 03,Bronx,2,3,1969.4,111,99.8,,,,
2013 / 07,Bronx,2,3,2008.2,109.8,114,,,,
1995 / 10,Bronx,2,3,1972.7,34.8,42.8,,,,
2005 / 05,Bronx,2,3,1666.5,54.1,66.2,,,,
1996 / 03,Bronx,2,3,1915.1,38.8,49.5,,,,
1998 / 02,Bronx,2,3,1770.3,33.9,59.5,,,,
2009 / 10,Bronx,2,3,1779.8,77.3,79,,,,
1999 / 06,Bronx,2,3,2112,44.7,77.7,,,,
1998 / 06,Bronx,2,3,2059.6,44.9,71.6,,,,
1998 / 07,Bronx,2,3,2026.6,45.2,78.5,,,,
2009 / 06,Bronx,2,3,1998.2,72.5,75.9,,,,
1997 / 03,Bronx,2,3,1966.1,30,51.4,,,,
1997 / 02,Bronx,2,3,1795.5,28.7,51.2,,,,
2005 / 01,Bronx,2,3,1714.4,54.3,55,,,,2.1
2000 / 12,Bronx,2,3,1710.9,68.5,88.7,,,,
2011 / 01,Bronx,2,3,2216,83.9,82.5,,,,
2000 / 06,Bronx,2,3,1960.8,58.8,94,,,,
1999 / 11,Bronx,2,3,2106.7,41.9,60.3,,,,
2010 / 12,Bronx,2,3,1413.8,72.9,72.5,,,,
2001 / 07,Bronx,2,3,1890.4,45.3,96.6,,,,
1991 / 10,Bronx,2,3,2159.1,,,,,,
1998 / 09,Bronx,2,3,1980.9,40.1,73.9,,,,
1992 / 10,Bronx,2,3,2050,,,,,,
1991 / 11,Bronx,2,3,2142.8,,,,,,
1992 / 05,Bronx,2,3,2164.1,,,,,,
2016 / 02,Bronx,2,3,1737.7,132.5,170,,,,
2015 / 10,Bronx,2,3,1761.2,99.3,123.5,,,,
2015 / 07,Bronx,2,3,1886.8,119.5,138.9,,,,
2017 / 11,Bronx,2,3,1997.7,119.1,167.3,,,,
2018 / 04,Bronx,2,3,1853.1,121.3,163,,,,
2019 / 10,Bronx,2,3,1970,132.9,227.3,,,,
2022 / 02,Bronx,2,3,2012.8,114.7,142,,,,
2021 / 10,Bronx,2,3,2217.7,126.3,155.4,,,,
2022 / 04,Bronx,2,3,2016.2,121.3,143.7,,,,
2022 / 08,Bronx,2,3,2125,145.4,192.4,,,,
2019 / 02,Bronx,2,3,1707.4,106.2,147.8,,,,
2018 / 05,Bronx,2,3,2036.5,137.7,185.2,,,,
2018 / 01,Bronx,2,3,1964.5,144.3,200.5,,,,14.8
2017 / 12,Bronx,2,3,1850.6,132.4,140.4,,,,
2019 / 07,Bronx,2,3,2107.2,140.4,235.3,,,,
2019 / 03,Bronx,2,3,1874.5,122.7,162.1,,,,
2004 / 06,Bronx,2,6,2543.4,97.5,145,,,,
2008 / 09,Bronx,2,6,2357.2,100,114.5,,,,
2012 / 11,Bronx,2,6,2329.6,106.8,135.3,,,,
2011 / 05,Bronx,2,6,2292.6,109.4,129.1,,,,
2001 / 12,Bronx,2,6,2211.1,94,156.7,,,,
2006 / 03,Bronx,2,6,2271.4,101.4,155.8,,,,
2011 / 01,Bronx,2,6,2524.5,105.9,120.3,,,,
2008 / 06,Bronx,2,6,2320.5,106.3,124,,,,
2004 / 12,Bronx,2,6,2402.4,130.3,159,,,,
2008 / 03,Bronx,2,6,2370.8,96.4,112.8,,,,
1998 / 02,Bronx,2,6,1786.2,52.4,97,,,,
1993 / 07,Bronx,2,6,1964.1,,3.6,,,,
2008 / 08,Bronx,2,6,2259.2,95.9,113.1,,,,
2004 / 05,Bronx,2,6,2340.1,90.8,140.5,,,,
2005 / 10,Bronx,2,6,2402.6,86.9,113.8,,,,
1998 / 03,Bronx,2,6,1970.3,56.9,101.3,,,,
1994 / 04,Bronx,2,6,1929.7,48.8,59.7,,,,
2013 / 10,Bronx,2,6,2160.3,109.9,146.4,,,,
1996 / 11,Bronx,2,6,1995.2,54.9,94.3,,,,
1992 / 03,Bronx,2,6,2099.3,,,,,,
2011 / 07,Bronx,2,6,2186.1,88.4,113.2,,,,
2003 / 01,Bronx,2,6,2370.6,102.4,,,,,
1993 / 12,Bronx,2,6,2028.2,64.5,92.7,,,,
1991 / 01,Bronx,2,6,654.4,,,,,,
1996 / 02,Bronx,2,6,1874.4,42.7,63.2,,,,
1995 / 04,Bronx,2,6,1902.1,42,59.8,,,,
2006 / 02,Bronx,2,6,2046.2,75.3,109.7,,,,
2004 / 02,Bronx,2,6,2213.6,67,,,,,
2008 / 05,Bronx,2,6,2388,109.4,134.5,,,,
1999 / 08,Bronx,2,6,2035.4,58.5,129.8,,,,
1995 / 08,Bronx,2,6,2135.9,37.5,65.5,,,,
1999 / 01,Bronx,2,6,1840,77.4,132.2,,,,5.2
1991 / 11,Bronx,2,6,2135.8,,,,,,
2000 / 02,Bronx,2,6,1935.8,69,131,,,,
2010 / 01,Bronx,2,6,2256.5,94.1,117.5,,,,4.6
2013 / 12,Bronx,2,6,2206.2,106.4,123,,,,
2012 / 01,Bronx,2,6,2208.9,103.6,126.4,,,,4.6
2002 / 02,Bronx,2,6,1925.8,86.3,169.8,,,,
1999 / 11,Bronx,2,6,2091.9,62.9,114.8,,,,
2012 / 07,Bronx,2,6,2254.3,99.7,126.6,,,,
1996 / 12,Bronx,2,6,2138.8,57.8,80.1,,,,
2010 / 08,Bronx,2,6,2292.3,108.8,129.2,,,,
1997 / 03,Bronx,2,6,1936.1,45.1,81.4,,,,
2009 / 05,Bronx,2,6,2336.1,95.5,121.9,,,,
1997 / 04,Bronx,2,6,2013.5,48.4,89.5,,,,
2015 / 12,Bronx,2,6,2240.8,170.5,196.3,,61,,
2014 / 12,Bronx,2,6,2305.2,154,167.2,,39.8,,
2015 / 04,Bronx,2,6,2034.5,118.8,150.4,,34.8,,
1995 / 09,Bronx,2,6,2042.4,43,64.7,,,,
2017 / 05,Bronx,2,6,2357,148,222.4,,100.1,,
2018 / 07,Bronx,2,6,2283,135,192.1,6.5,,,
2015 / 08,Bronx,2,6,2114.7,103.5,138,,,,
2016 / 01,Bronx,2,6,1962.9,83.2,118.1,,55.3,,4.6
2017 / 02,Bronx,2,6,1877.1,108.9,172.3,,55.8,,
2020 / 04,Bronx,2,6,2197.1,153.9,239.8,9.6,,,
2022 / 03,Bronx,2,6,2348.1,165.8,220.1,,92.2,,
2019 / 01,Bronx,2,6,2133.2,189.7,244.7,11.6,48.7,,6.3
2020 / 06,Bronx,2,6,2728.9,243.8,292.8,,,,
2021 / 12,Queens,,7A,,,,,,12,
1993 / 09,Manhattan,1,1,601.5,26.2,15.9,,,,
1994 / 08,Manhattan,1,1,662.8,95.6,33.6,,,,
1994 / 07,Manhattan,1,1,623.5,120.7,43,,,,
1994 / 12,Manhattan,1,1,705,132.4,50.6,,,,
1993 / 03,Manhattan,1,1,725,,,,,,
1991 / 01,Manhattan,1,1,771.3,,,,,,
1990 / 12,Manhattan,1,1,737.6,,,,,,
1990 / 10,Manhattan,1,1,374,,,,,,
2006 / 08,Brooklyn,3,7,3559.2,471.1,425.9,,,,
2009 / 08,Brooklyn,3,7,3484.3,422.1,361.3,,,,
2015 / 06,Brooklyn,3,7,3623.2,492.8,398.1,108.6,,,
1993 / 06,Brooklyn,3,7,3335.5,222.5,193.9,,,,
2004 / 05,Brooklyn,3,7,3663.8,547.3,411.2,,,,
2003 / 09,Brooklyn,3,7,4142.4,,,,,,
2002 / 02,Brooklyn,3,7,2765.6,9.8,451.3,,,,
1997 / 11,Brooklyn,3,7,3114.8,389.4,340.5,,,,
1999 / 12,Brooklyn,3,7,3161.2,509.2,492.6,,,,
